zip.code,city,county,store.number,store.name,address,store.latitude,store.longitude
50220,Perry,Dallas,2612,Hy-Vee Store,1215 141 St,41.832765625,-94.0988965
50220,Perry,Dallas,4917,Kum & Go,1115 Ia Hwy 141,41.830334,-94.10386
50220,Perry,Dallas,5384,Casey's General Store,1308 1st St,41.595366,-94.196008
50220,Perry,Dallas,5411,Bluejay Market,2810 Wills Ave,41.838488,-94.081127
50225,Pleasantville,Marion,4134,Pleasantville Grocery,105 W Monroe St,,
50225,Pleasantville,Marion,4682,Pleasantville Alcohol & Tobacco,906 N Hwy 5,41.385681,-93.280738
50225,Pleasantville,Marion,5233,Casey's General Store,1006 W Pleasant St,41.392695,-93.279175
50226,Polk City,Polk,4901,Fareway Stores,1101 S 5th St,41.763876,-93.719323
50226,Polk City,Polk,4362,Kum & Go,303 W Broadway St,41.772214,-93.714431
50226,Polk City,Polk,4513,Casey's General Store,1100 S 3rd St,41.76399225,-93.717067
50228,Prairie City,Jasper,4655,Casey's General Store,1002 W 2nd St,41.5967165,-93.2475705
50237,Runnells,Polk,5216,Casey's General Store,6301 Se 116th St,41.522454,-93.357883
50240,St Charles,Madison,4882,Casey's General Store,209 E Main St,41.288487,-93.8037732
50244,Slater,Story,4575,Casey's General Store,200 6th Ave,41.877859,-93.679808
50247,State Center,Iowa,3950,Hometown Foods,120 E Main St,42.0168436666667,-93.1623586666667
50247,State Center,Marshall,5170,Casey's General Store,911 3rd Ave Sw,42.00906625,-93.165186
50247,State Center,Marshall,5324,Hometown Foods-State Center,120 E Main St,42.016845,-93.162349
50247,State Center,Marshall,5324,Hometown Foods,120 E Main St,42.016845,-93.162349
50248,Clear Lake,Cerro Gord,4353,Kum & Go,2905 Fourth Ave,,
50248,Clear Lake,Cerro Gord,4351,Kum & Go,2325 7th Ave N N,42.9053318333333,-93.3035028333333
50248,Clear Lake,Cerro Gordo,4353,Kum & Go,2905 Fourth Ave,,
50248,Clear Lake,Cerro Gordo,4351,Kum & Go,2325 7th Ave N N,42.9053318333333,-93.3035028333333
50248,Story City,Story,4081,Harlan's Food Mart,306 Washington,42.1858266,-93.5998274
50248,Story City,Story,4355,Kum & Go,1554 Broad St,42.187733,-93.57573
50248,Story City,Story,4357,Kum & Go,527 Park Ave,42.186722,-93.597789
50248,Story City,Story,5289,Yesway Store,527 Park Ave,42.186722,-93.597789
50248,Story City,Story,5485,Story City Market,306 Washington,42.185827,-93.599757
50248,Story City,Story,5538,Casey's General Store,1625 E Broad St,42.187738,-93.574177
50249,Stratford,Hamilton,4326,Stratford Food Center,829 Shakespeare Ave,42.271302,-93.92715
50250,Stuart,Adair,3461,Hometown Foods,611 S Division St,41.5007435,-94.3184023333333
50250,Stuart,Adair,4654,KUM & GO,629 S Division St,41.5018855,-94.31840225
50250,Stuart,Adair,4422,KUM & GO,104 N Division St,41.503858,-94.318376
50251,Sully,Jasper,4627,Casey's General Store,807 1st St,41.581097,-92.844307
50257,Truro,Madison,5410,Umiya Foodmart Inc,318 E N St,41.209914,-93.843364
50261,Van Meter,Dallas,4623,Casey's General Store,700 Debra Dr,41.533177,-93.951253
50263,Waukee,Dallas,4137,Fareway Stores,200 Se Laurel St,41.614033,-93.86786
50263,Waukee,Dallas,2665,Hy-Vee,1005 E Hickman Rd,41.612615,-93.8555696
50263,Waukee,Dallas,4868,Kum & Go,400 Prairie Bluff Dr,,
50263,Waukee,Dallas,4378,Kum & Go,85 4th St,,
50263,Waukee,Dallas,4359,Kum & Go,350 Se University Ave,41.600403,-93.8654856
50263,Waukee,Dallas,4399,KUM & GO,33083 Ute Ave,41.56041,-93.880668
50263,Waukee,Dallas,5235,Kum & Go,3105 Grand Prairie Pkwy,,
50263,Waukee,Dallas,5409,Casey's General Store,1995 Se University,41.600414,-93.837201
50263,Waukee,Dallas,4378,Kum & Go,650 W Hickman Rd,,
50263,Waukee,Dallas,5521,Casey's General Store,870 Ne Alice's Rd,41.604284,-93.852909
50265,West Des Moines,Polk,4382,Kum & Go,1293 8th Ave,,
50265,West Des Moines,Polk,2535,Hy-Vee Food Store,1700 Valley W Dr,,
50265,West Des Moines,Polk,2648,Hy-Vee,555 S 51st St,41.5612102,-93.7735726
50265,West Des Moines,Polk,2521,Hy-Vee Food and Drug,1990 Grand Ave,41.571127,-93.73162
50265,West Des Moines,Polk,4773,"Fast Mart 2, LLC",2704 Vine St,41.58023725,-93.74158425
50265,West Des Moines,Polk,4893,Casey's General Store,105 Grand Ave,41.582697,-93.70380175
50265,West Des Moines,Polk,4068,Sa Petro Mart,136 1st St,41.570743,-93.703344
50265,West Des Moines,Polk,5092,Kum & Go,7265 Vista Dr,,
50265,West Des Moines,Polk,5022,Kum & Go,196 S 50th St,41.570542,-93.770921
50265,West Des Moines,Polk,2960,Dahl's,1208 Prospect,41.58098,-93.719113
50265,West Des Moines,Polk,4715,Walgreens,1999 Grand Ave,41.5713512,-93.7314946
50265,West Des Moines,Polk,2961,Dahl's,5003 E P True Parkway,41.571985,-93.772757
50265,West Des Moines,Polk,4772,Kum & Go,196 S 50th St,41.570542,-93.770921
50265,West Des Moines,Polk,4927,Kum & Go,3501 Ep True Pkwy,41.570151,-93.752572
50265,West Des Moines,Polk,5146,Fareway Stores,329 Grand Ave,41.58269,-93.70689
50265,West Des Moines,Polk,4719,Walgreens,4900 Mills Civic Pkwy,41.559128,-93.770018
50265,West Des Moines,Polk,4371,Kum & Go,745 S 51st St,41.55871,-93.77275
50265,West Des Moines,Polk,5347,Kum & Go,220 50th St,41.5720536666667,-93.7709183333333
50265,West Des Moines,Polk,5385,Vine Food & Liquor,2704 Vine St,41.580227,-93.74156
50266,Urbandale,Polk,4925,Kum & Go,8600 Meredith Dr,41.64382325,-93.73687725
50266,West Des Moines,Dallas,3814,Costco Wholesale,7205 Mills Civic Pkwy,41.5613552,-93.8063522
50266,West Des Moines,Polk,2619,Hy-Vee Wine and Spirits,1725 74th St,41.59851475,-93.808855
50266,West Des Moines,Polk,4379,Kum & Go,5969 Ashworth Rd,41.584385,-93.79002175
50266,West Des Moines,Polk,4696,Quik Trip,1451 22nd St,41.59527,-93.735967
50266,West Des Moines,Polk,3698,Ingersoll Wine Merchants,1300 50th St,41.5908792,-93.7711588
50266,West Des Moines,Polk,4887,Kum & Go,5308 University Ave,41.60046,-93.778685
50266,West Des Moines,Polk,3899,Wal-Mart 3762,6365 Stagecoach Dr,41.558713,-93.7952948
50266,West Des Moines,Polk,4373,Kum & Go,141 S Jordan Creek Pkwy,41.567246,-93.809458
50266,West Des Moines,Polk,2630,Hy-Vee Drugstore,1010 60th St,41.584979,-93.790534
50266,West Des Moines,Polk,3871,Target Store T-0069,1800 35th St,41.598813,-93.751998
50266,West Des Moines,Polk,4718,Walgreens,1660 22nd St,41.597473,-93.736117
50266,West Des Moines,Polk,3806,Target Store T-1901,5405 Mills Civic Pkwy,41.559272,-93.779823
50266,West Des Moines,Polk,4519,Casey's General Store,1850 22nd St,41.59992,-93.736188
50266,West Des Moines,Polk,5189,The Fresh Market,5901 Mills Civic Pkwy,41.55915,-93.791014
50266,West Des Moines,Polk,4518,Casey's General Store,6630 Mills Civic Parkway,41.5617926,-93.7992628
50266,West Des Moines,Polk,5255,Whole Foods Market,4100 University Ave,41.600394,-93.7597433333333
50266,West Des Moines,Polk,5340,Kum & Go,5901 Mill Civic Parkway Ste 2000,,
50266,West Des Moines,Polk,5340,Kum & Go,5901 Mills Civic Pkwy #2000,,
50273,Winterset,Madison,2228,Rodgers Spirits and More,53 Green St,,
50273,Winterset,Madison,4253,Fareway Stores,719 W Hwy 92,,
50273,Winterset,Madison,4786,Casey's General Store,1021 N 1st St,41.343626,-94.013479
50273,Winterset,Madison,2672,Hy-Vee,923 N 1st St,41.342621,-94.0134815
50273,Winterset,Madison,4848,Kum & Go,111 E Jefferson St,41.335457,-94.012692
50276,Woodward,Dallas,4577,Casey's General Store,906 S Main St,41.84897225,-93.9221995
50300,Des Moines,Polk,2954,Dahl's,3425 Ingersoll,41.58631,-93.662807
50300,Des Moines,Polk,2956,Dahl's,4121 Fleur Drive,41.546771,-93.644921
50309,Des Moines,Polk,3440,Hawkeye Pantry,501 Locust St,41.586987,-93.624123
50309,Des Moines,Polk,4997,Downtown Pantry,218 6th Ave #101,41.5855934,-93.6244988
50309,Des Moines,Polk,4304,Downtown Pantry,208 4th St,41.585081,-93.621668
50309,Des Moines,Polk,5051,Oasis,630 Sw 9th St,41.5757088333333,-93.6247535
50309,Des Moines,Polk,4942,East Village Pantry,333 E Grand Ave,41.5902616666667,-93.6134515
50309,Des Moines,Polk,2422,Marriott Corp.,700 Grand Ave,41.587503,-93.626508
50309,Des Moines,Polk,2673,Hy-Vee,420 Court Ave,41.5848495,-93.622422
50310,Des Moines,Polk,2959,Dahl's,4343 Merle Hay Rd,41.637408,-93.697647
50310,Des Moines,Polk,2955,Dahl's,1819 Beaver,41.610923,-93.672994
50310,Des Moines,Polk,2627,Hy-Vee Wine and Spirits,3424 Martin Luther King Jr Pkw,41.6265084,-93.6511832
50310,Des Moines,Polk,5126,Price Chopper,4343 Merle Hay Rd,41.637408,-93.697647
50310,Des Moines,Polk,3778,Family Pantry,4538 Lower Beaver Rd,41.638673,-93.665871
50310,Des Moines,Polk,4108,Oasis Grocery and Liquor,2917 Payne,41.620075,-93.658277
50310,Des Moines,Polk,5128,Price Chopper,1819 Beaver Ave,41.6105035,-93.6726638333333
50310,Des Moines,Polk,4802,Walgreens,4415 Douglas Ave,41.62949,-93.678747
50310,Des Moines,Polk,2852,CVS Pharmacy,2303 Merle Hay Rd,41.615221,-93.697742
50310,Des Moines,Polk,2627,Hy-Vee Wine & Spirits,3424 Martin Luther King Jr Pkw,41.6265084,-93.6511832
50311,Des Moines,Polk,2626,Hy-Vee Drugstore,4100 University Ave,41.600361,-93.67322275
50311,Des Moines,Polk,4115,Forest Market Convenience,2105 Forest,41.604077,-93.645353
50311,Des Moines,Polk,4801,Walgreens,3030 University Ave,41.60037,-93.658747
50311,Des Moines,Polk,5098,Best Food Mart 3 LLC,1621 University Ave,,
50311,Windsor Heights,,3420,Sam's Club 6344,1101 73rd St,,
50311,Windsor Heights,Polk,3420,Sam's Club 6344,1101 73rd St,,
50311,Windsor Heights,Polk,2620,Hy-Vee,7101 University Ave,,
50311,Windsor Heights,Polk,3645,Wal-Mart 1764,1001 73rd St,41.5950742,-93.7173868
50311,Windsor Heights,Polk,5107,Kum & Go,7229 University Ave,,
50311,Windsor Heights,Polk,4403,KUM & GO,7229 Universty Ave,41.600367,-93.717276
50312,Des Moines,Polk,4669,Vom Fass,833 42nd St,41.593431,-93.674384
50312,Des Moines,Polk,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,41.586319,-93.664182
50312,Des Moines,Polk,5127,Price Chopper,3425 Ingersoll Ave,41.586313,-93.663337
50312,Des Moines,Polk,4594,Quik Trip,901 Sw 63rd St,41.569715,-93.703165
50312,Des Moines,Polk,4804,Walgreens,3501 Ingersoll Ave,41.586323,-93.664571
50313,Des Moines,Polk,4140,Fareway Stores,100 Euclid Ave,41.627684,-93.618724
50313,Des Moines,Polk,4343,Best Food Mart,4028 Ne 14th St,41.633983,-93.600504
50313,Des Moines,Polk,2850,CVS,215 E Euclid Ave,41.627686,-93.615656
50313,Des Moines,Polk,4377,Quik Trip,4801 Ne 14th St,41.648653,-93.6002652
50313,Des Moines,Polk,4803,Walgreens,104 E Euclid Ave,41.627683,-93.61721875
50313,Des Moines,Polk,4567,Shop N Save,4685 Nw 2nd Ave,41.645488,-93.619903
50313,Des Moines,Polk,4361,Quik Trip,4575 Nw 2nd,41.64365575,-93.619906
50313,Des Moines,Polk,5169,AV Superstop,5120 Ne 14th St,,
50313,Des Moines,Polk,5137,Shop N Save,4685 Nw 2nd St,41.645864,-93.619903
50313,Des Moines,Polk,5338,Kum & Go,5050 Nw 2nd Ave,,
50313,Des Moines,Polk,5501,Quik Trip,1424 E Euclid Ave,,
50313,Des Moines,Polk,5539,Casey's General Store,2541 Nw 66th Ave,41.680398,-93.653318
50314,Des Moines,Polk,4829,Central City 2,1501 Michigan Ave,41.60568025,-93.61373875
50314,Des Moines,Polk,2190,"Central City Liquor, Inc.",1460 2nd Ave,41.60566,-93.619787
50314,Des Moines,Polk,4062,H and A Mini Mart Corp,145 University Ave,41.600419,-93.61947
50314,Des Moines,Polk,4139,University Groceries,2121 University Ave,,
50314,Des Moines,Polk,3772,Shop N Save,2127 M L King Jr Pkwy,,
50314,Des Moines,Polk,4302,Shop N Save,1829 6th Ave,41.611018,-93.625814
50314,Des Moines,Polk,4332,Fast Mart,1621 University Ave,41.600477,-93.63996
50314,Des Moines,Polk,5032,Fastmart,1621 University Ave,41.600477,-93.63996
50314,Des Moines,Polk,4632,Nat Food Mart,1443 2nd Ave,41.605229,-93.619783
50314,Des Moines,Polk,4928,Shop n Save,1829 6th Ave,41.611018,-93.625814
50314,Des Moines,Polk,4849,C Fresh Market,801 University Ave,41.600826,-93.627851
50314,Des Moines,Polk,5309,Royal Food,1443 2nd Ave,41.605229,-93.619783
50315,Des Moines,Polk,4349,Southside Food Mart,1101 Army Post Rd,41.526509,-93.628356
50315,Des Moines,Polk,2527,Hy-Vee Food Store,1107 Se Army Post Rd,41.526289,-93.602371
50315,Des Moines,Polk,4597,Quik Trip,850 Army Post Rd,41.526428,-93.625093
50315,Des Moines,Polk,4478,U S Gas,3000 Sw 9th St,,
50315,Des Moines,Polk,2528,Hy-Vee Food Store,3221 Se 14th St,,
50315,Des Moines,Polk,4109,Best Trip,1516 Se 1st,41.576393,-93.613246
50315,Des Moines,Polk,3785,Southside Tobacco and Liquor,2424 Sw 9th St,41.56373,-93.624729
50315,Des Moines,Polk,4641,Kum & Go,5830 Se 14th St,,
50315,Des Moines,Polk,4889,Fast Trip,1516 Se 1st St,41.57593,-93.613468
50315,Des Moines,Polk,5132,Phillips 66,1516 Se 1st St,41.575896,-93.6134845
50315,Des Moines,Polk,3696,Wal-Mart 1723,5101 Se 14th St,,
50315,Des Moines,Polk,5145,South Side Food Mart,1101 Army Post Rd,41.5265095,-93.62846275
50315,Des Moines,Polk,5245,Phillips 66,1516 Se 1st St,41.57587875,-93.613493
50315,Des Moines,Polk,5313,Southside Tobacco & Liquor,2424 Sw 9th St # 1,41.56373,-93.624729
50315,Des Moines,Polk,5375,Casey's General Store,1907 Army Post Rd,41.526539,-93.641742
50315,Des Moines,Polk,5466,Southside Tobacco & Liquor,2424 Sw 9th St #1,41.56373,-93.624729
50316,Des Moines,Polk,4012,Fast Mart,1401 Buchanan St,41.598779,-93.599363
50316,Des Moines,Polk,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,41.5947016,-93.5970938
50316,Des Moines,Polk,3825,Shop N Save,1372 E 14th St,41.604893,-93.600499
50316,Des Moines,Polk,5131,Oasis,1401 Buchanan St,41.5987864,-93.5993286
50316,Des Moines,Polk,2953,Dahl's,1320 E Euclid,41.627783,-93.602222
50316,Des Moines,Polk,5125,Cash Saver,1320 E Euclid Ave,41.627778,-93.60285625
50316,Des Moines,Polk,4797,Walgreens,1330 E University Ave,41.600605,-93.6013488
50317,Des Moines,Polk,4169,Super Quick 2,1824 Hubbell Ave,,
50317,Des Moines,Polk,4600,Kum & Go,4200 E Hubbell Ave,41.6359296,-93.5317096
50317,Des Moines,Polk,4273,Smokin' Joe's,2800 E University Ave,41.60056375,-93.5621135
50317,Des Moines,Polk,3400,Last Stop Beverage Shop,2839 E University,41.6004758,-93.5615624
50317,Des Moines,Polk,4617,Lickety Liquor,2501 Hubbell Ave,41.6078525714286,-93.5704668571429
50317,Des Moines,Polk,4295,Nat Food Mart,3804 Hubbell,41.630651,-93.541733
50317,Des Moines,Polk,2636,Hy-Vee Wine and Spirits,2310 Hubbell Ave,41.604272,-93.573885
50317,Des Moines,Polk,2532,Hy-Vee Food Store,2540 E Euclid,41.627839,-93.56919575
50317,Des Moines,Polk,2958,Dahl's,3400 E 33 St,41.626162,-93.551522
50317,Des Moines,Polk,4601,Kum & Go,2110 Guthrie Ave,41.61508,-93.578778
50317,Des Moines,Polk,4598,Quik Trip,2221 E Euclid Ave,41.62770175,-93.57764025
50317,Des Moines,Polk,4511,Super Quick,303 Se 30th St,41.585264,-93.558326
50317,Des Moines,Polk,4596,Quik Trip,2945 E University,41.60046925,-93.559207
50317,Des Moines,Polk,4599,Quik Trip,3700 Hubbell Ave,41.6290054,-93.5449478
50317,Des Moines,Polk,4799,Walgreens,2930 E University Ave,41.600575,-93.55929625
50317,Des Moines,Polk,4974,Super Stop SE 14th,727 Se 14th St,41.581689,-93.596783
50317,Des Moines,Polk,5057,Kum & Go,4960 E Broadway Ave,,
50317,Des Moines,Polk,4795,Walgreens,2545 E Euclid Ave,41.627702,-93.568668
50317,Des Moines,Polk,5250,East Side Liquor and Tobacco,3804 Hubbell Ave,41.630816,-93.5414155
50317,Des Moines,Polk,9906,Johnson Brothers Wirtz,2515 Dean Ave,41.591304,-93.570027
50317,Des Moines,Polk,5318,First Stop Beverage Shop,2839 E University Ave,41.600476,-93.561517
50317,Des Moines,Polk,5443,1st Stop Beverage Shop,2839 E University Ave,41.600476,-93.561517
50317,Des Moines,Polk,5566,East End Liquor & Tobacco,3804 Hubbell Ave,41.630849,-93.541351
50317,Pleasant Hill,Polk,2536,HY-VEE,4815 Maple Drive,,
50317,Pleasant Hill,Polk,4433,Kum & Go,5970 Morning Star Ct,41.597594,-93.4921223333333
50320,Des Moines,Polk,2633,Hy-Vee,3221 Se 14th St,41.554101,-93.596754
50320,Des Moines,Polk,4603,Kum & Go,3200 Se 14th St,41.555041,-93.596916
50320,Des Moines,Polk,4301,Sahota Food Mart,1805 Se 14th St,41.57222,-93.596849
50320,Des Moines,Polk,4798,Walgreens,3140 Se 14th St,41.555952,-93.596914
50320,Des Moines,Polk,3678,"Smoke Shop, The",1918 Se 14th St,41.570844,-93.597011
50320,Des Moines,Polk,4622,Quik Trip,3941 Se 14th St,41.548497,-93.596748
50320,Des Moines,Polk,4141,Fareway Stores,3000 Se 22nd St,41.556274,-93.57748
50320,Des Moines,Polk,2849,CVS Pharmacy,3151 Se 14th St,41.55680425,-93.596775
50320,Des Moines,Polk,4680,Afal Food & Liquor,4121 Se 14th St,41.5464,-93.596755
50320,Des Moines,Polk,4800,Walgreens,6200 Se 14th St,41.5282,-93.596871
50321,Des Moines,Polk,2561,Hy-Vee Food Store,4605 Fleur Drive,41.542782,-93.644943
50321,Des Moines,Polk,4186,H and A Mini Mart,5901 Fleur Dr,41.531145,-93.644946
50321,Des Moines,Polk,4595,Quik Trip,4024 Fleur Dr,41.547105,-93.645068
50321,Des Moines,Polk,4796,Walgreens,4555 Fleur Dr,41.542948,-93.6449413333333
50321,Des Moines,Polk,5129,Cash Saver,4121 Fleur Dr,41.546838,-93.64492
50321,Des Moines,Polk,5507,Quik Trip,4021 Fleur Dr,41.54787,-93.644902
50321,Des Moines,Polk,5533,Fareway Stores,4313 Fleur Dr,41.545286,-93.644925
50322,Clive,Polk,2951,Dahl's,8700 Hickman,41.614862,-93.738113
50322,Des Moines,Polk,4926,GS Super Stop,4923 Merle Hay Rd,41.649339,-93.697356
50322,Des Moines,Polk,3877,Target Store T-2041,5901 Douglas Ave,41.6295296666667,-93.6992576666667
50322,Des Moines,Polk,5136,Urban Liquor,6401 Douglas Ave,41.629411,-93.705732
50322,Urbandale,Polk,2534,Hy-Vee Drugtown,8601 Douglas,41.629416,-93.736469
50322,Urbandale,Polk,4939,Urban Liquor,6401 Douglas Ave Ste 1,41.629411,-93.705732
50322,Urbandale,Polk,5162,Urbandale Liquor,6401 Douglas Ave,41.629411,-93.705732
50322,Urbandale,Polk,2663,Hy-Vee,8701 Douglas,41.6293641428571,-93.739125
50322,Urbandale,Polk,4131,Fareway Stores,8450 Meredith Dr,41.643837,-93.734262
50322,Urbandale,Polk,4733,Walgreens,4600 86th St,41.6440315,-93.73653775
50322,Urbandale,Polk,4449,Kum & Go,12041 Douglas Pkwy,41.62962,-93.782985875
50322,Urbandale,Polk,4447,QUIK TRIP,9915 Douglas Ave,,
50322,Urbandale,Polk,4446,QUIK TRIP,4600 Merle Hay Rd,41.6442723333333,-93.698003
50322,Urbandale,Polk,4614,Urban Liquor,6401 Douglas Ave Ste 1,41.629411,-93.705732
50322,Urbandale,Polk,3691,Target Store T-1791,11148 Plum Dr,41.6467068,-93.7697838
50322,Urbandale,Polk,4734,Walgreens,7000 Douglas Ave,41.629407,-93.71281575
50322,Urbandale,Polk,4941,Kum & Go,6990 Douglas Ave,41.629415,-93.711902
50322,Urbandale,Polk,4768,Kum & Go,8228 Douglas Ave,41.629152,-93.731344
50322,Urbandale,Polk,4448,Kum & Go,4860 Nw Urbandale Dr,,
50322,Urbandale,Polk,4954,Casey's General Store,3750 111th St,41.628615,-93.771388
50322,Urbandale,Polk,9911,North American Spirits,501 7th Ave Se,,
50322,Urbandale,Polk,5270,Casey's General Store,4901 86th St,41.649717,-93.736378
50322,Urbandale,Polk,2663,Hy-Vee Food Store,8701 Douglas,41.6293641428571,-93.739125
50322,Windsor Heights,Polk,3762,Wine and Spirits Gallery,7690 Hickman Rd,,
50323,Urbandale,Polk,5058,Kum & Go,11989 Hickman Rd,41.6149573333333,-93.7826971666667
50323,Urbandale,Polk,4450,Kum & Go,4585 156th St,41.6431552,-93.8334802
50323,Urbandale,Polk,4890,Casey's General Store,4400 128th St,,
50323,Urbandale,Polk,2854,CVS,14201 Hickman Rd,41.6149175,-93.8159361666667
50324,Windsor Heights,Polk,4461,QUIK TRIP,7220 Hickman Rd,41.614647,-93.717442
50325,Clive,Dallas,5123,Price Chopper,15500 W Hickman Rd,41.6147135,-93.832034
50325,Clive,Polk,4877,World Liquor & Tobacco,1775 Nw 86th St,41.607853,-93.736232
50325,Clive,Polk,2963,Dahl's,15500 Hickman,41.614714,-93.832155
50325,Clive,Polk,4230,Fareway Stores,10151 University Ave,41.60051025,-93.75634425
50325,Clive,Polk,4392,KUM & GO,15600 Hickman Rd,41.614732,-93.834218
50325,Clive,Polk,4393,KUM & GO,1725 Nw 86th St,41.607327,-93.736227
50325,Clive,Polk,4732,Walgreens,15601 Hickman Rd,,
50325,Clive,Polk,4731,Walgreens,12753 University Ave,41.600487,-93.793613
50325,Clive,Polk,4388,QUIK TRIP,11925 University Ave,41.600513,-93.782182
50325,Clive,Polk,4830,JCL Store,7600 University Ave,41.600394,-93.721761
50325,Clive,Polk,5363,Casey's General Store,2070 Nw 100th St,41.612058,-93.755735
50327,Pleasant Hill,Polk,4971,Fareway Stores,5500 E University Ave,41.5992453333333,-93.5052746666667
50401,Mason City,,5220,Liquor Tobacco & Grocery,2771 4th St Sw,43.148281,-93.241626
50401,Mason City,,5251,Northside Liquor,1303 N Federal,43.163663,-93.201061
50401,Mason City,,5280,Yesway Store,1920 Federal Ave,43.133204,-93.201072
50401,Mason City,,5282,Yesway Store,1224 Federal Ave N,43.163367,-93.201061
50401,Mason City,,5283,Yesway Store,1303 4th St Sw,43.148339,-93.221539
50401,Mason City,,5280,Yesway Store,1920 Federal Ave S,43.133204,-93.201072
50401,Mason City,Cerro Gord,5280,Yesway Store,1920 Federal Ave S,43.133204,-93.201072
50401,Mason City,Cerro Gord,5251,Northside Liquor,1303 N Federal,43.163663,-93.201061
50401,Mason City,Cerro Gord,5282,Yesway Store,1224 Federal Ave N,43.163367,-93.201061
50401,Mason City,Cerro Gord,5283,Yesway Store,1303 4th St Sw,43.148339,-93.221539
50401,Mason City,Cerro Gordo,2515,Hy-Vee Food Store,2400 4th St Sw,43.1484496666667,-93.2360136666667
50401,Mason City,Cerro Gordo,5034,Liquor Tobacco & Groceries,18 N Monroe Ave,43.152301,-93.208614
50401,Mason City,Cerro Gordo,3713,Wal-Mart 0810,4151 4th St Sw,43.148239,-93.261648
50401,Mason City,Cerro Gordo,2652,Hy-Vee DrugStore,875 4th St Sw,43.148257,-93.213856
50401,Mason City,Cerro Gordo,2582,Hy-Vee,551 S Illinois Ave,43.146575,-93.171134
50401,Mason City,Cerro Gordo,4104,Fareway Stores,400 N Delaware Ave,43.15596525,-93.19949475
50401,Mason City,Cerro Gordo,4615,North Side Liquor & Grocery,1303 N Federal Ave,43.163663,-93.201061
50401,Mason City,Cerro Gordo,3528,Super Target T-0804 Mason City,3450 4th St Sw,43.1483642,-93.2535192
50401,Mason City,Cerro Gordo,4367,Kum & Go,1224 N Federal Ave,43.163367,-93.201061
50401,Mason City,Cerro Gordo,4372,Kum & Go,1303 4th St Sw,43.148339,-93.221539
50401,Mason City,Cerro Gordo,4376,Kum & Go,1920 S Federal Ave,43.133204,-93.201072
50401,Mason City,Cerro Gordo,4955,Cenex Ampride,504 1st St Sw,43.15094,-93.20893
50401,Mason City,Cerro Gordo,4755,Walgreens,1251 4th St Sw,43.148333,-93.2204216666667
50401,Mason City,Cerro Gordo,5212,Don Liquor & Tobacco,719 N Federal Ave,43.158803,-93.201081
50421,Belmond,Wright,3654,The Beverage Shop,207 E Main St,42.8458978333333,-93.6139853333333
50421,Belmond,Wright,4398,KUM & GO,112 River Ave S,42.845345,-93.61682125
50421,Belmond,Wright,4247,Fareway Stores,115 Second Ave Se,42.8488073333333,-93.6159668333333
50421,Belmond,Wright,5302,Yesway Store,112 River Ave S,42.84535,-93.616821
50421,Belmond,Wright,4247,Fareway Stores,512 River Ave N,42.8488073333333,-93.6159668333333
50423,Britt,Hancock,4780,Casey's General Store,576 N Main Ave,43.102653,-93.802043
50423,Britt,Hancock,3045,Britt Food Center,8 2nd St Nw,43.098696,-93.801917
50424,Buffalo Center,Winnebago,4462,SHELTON'S,113 1st St Nw,43.386755,-93.947595
50424,Buffalo Center,Winnebago,4529,Casey's General Store,101 1st St Ne,43.385845,-93.945401
50428,Clear Lake,Cerro Gordo,3456,Quick Shop,904 N 8th St,43.142868,-93.378772
50428,Clear Lake,Cerro Gordo,4969,Lake Liquors Wine and Spirits,910 N 8th St W,43.142775,-93.396651
50428,Clear Lake,Cerro Gordo,4091,Fareway Stores,910 Hwy 18 W,43.1286698,-93.4713962
50428,Clear Lake,Cerro Gordo,4219,Lake Liquors Wine and Spirits,910 N 8th St W,43.142775,-93.396651
50428,Clear Lake,Cerro Gordo,4668,Clear Lake Payless Foods,20 S 4th St,43.1358728,-93.3802932
50428,Clear Lake,Cerro Gordo,3172,Nash Finch,20 S 4th St,43.135942,-93.380369
50428,Clearlake,Cerro Gord,5391,Casey's General Store,202 Hwy 18,43.1200555,-93.676885
50428,Clearlake,Cerro Gord,5433,Y-Knot,2109 S Shore Dr,43.117672,-93.388241
50430,Corwith,Hancock,5119,Corwith Farm Service,205 Nw Elm St,42.9927396666667,-93.9573836666667
50435,Floyd,Floyd,4986,218 Fuel Express & Chubby's Liquor,68 Monroe St,43.1217943333333,-92.737716
50435,Floyd,Floyd,4099,Chubbys Liquor,68 Monroe Po Box 249,,
50436,Forest City,,5246,Casey's General Store,1132 Hwy 69 S,43.248993,-93.637178
50436,Forest City,Hancock,5246,Casey's General Store,1132 Hwy 69 S,43.248993,-93.637178
50436,Forest City,Winnebago,4073,"Uptown Liquor, Llc",306 Hwy 69 S,43.2616678,-93.633278
50436,Forest City,Winnebago,4453,SID'S GAS and GROCERIES,1116 Hwy 69 S,,
50438,Garner,Hancock,4463,Casey's General Store,145 Us Hwy 18 W,43.105833,-93.603007
50441,Hampton,Franklin,2460,"Liquor Barn, Inc.",721 Central Ave W,42.741728,-93.21693
50441,Hampton,Franklin,4421,KUM & GO,609 Central Ave W,42.741741,-93.21508
50441,Hampton,Franklin,4547,Fareway Stores,309 Central Ave W,42.741748,-93.211676
50441,Hampton,Franklin,4306,Northside One Stop,1208 4th St Ne,42.753045,-93.202452
